text1,age_bin,trial,image1,image2,image3,image4
bouquet,4,10,0.4166666666666667,0.20833333333333334,0.1875,0.1875
bouquet,7,10,0.5686274509803921,0.18627450980392157,0.13725490196078433,0.10784313725490197
bouquet,10,10,0.6370967741935484,0.12903225806451613,0.13709677419354838,0.0967741935483871
bouquet,25,10,0.9836065573770492,0.01639344262295082,0,0
buffet,4,11,0.5825242718446602,0.0970873786407767,0.1650485436893204,0.1553398058252427
buffet,7,11,0.8863636363636364,0.022727272727272728,0.045454545454545456,0.045454545454545456
buffet,10,11,0.8467741935483871,0.04032258064516129,0.04838709677419355,0.06451612903225806
buffet,25,11,1,0,0,0
bulldozer,4,12,0.7789473684210526,0.14736842105263157,0.042105263157894736,0.031578947368421054
bulldozer,7,12,0.7160493827160493,0.1728395061728395,0.024691358024691357,0.08641975308641975
bulldozer,10,12,0.7777777777777778,0.12698412698412698,0.031746031746031744,0.06349206349206349
bulldozer,25,12,0.8955223880597015,0.08955223880597014,0,0.014925373134328358
cake,4,13,0.8738738738738738,0.06306306306306306,0.02702702702702703,0.036036036036036036
cake,7,13,0.9487179487179487,0.05128205128205128,0,0
cake,10,13,0.9155844155844156,0.045454545454545456,0.025974025974025976,0.012987012987012988
cake,25,13,0.9444444444444444,0.041666666666666664,0.013888888888888888,0
candlestick,4,14,0.25,0.625,0.125,0
candlestick,7,14,0.3620689655172414,0.6206896551724138,0.017241379310344827,0
candlestick,10,14,0.4246575342465753,0.5273972602739726,0.0136986301369863,0.03424657534246575
candlestick,25,14,0.5308641975308642,0.4691358024691358,0,0
caramel,4,15,0.3269230769230769,0.3557692307692308,0.10576923076923077,0.21153846153846154
caramel,7,15,0.7906976744186046,0.12790697674418605,0.011627906976744186,0.06976744186046512
caramel,10,15,0.85,0.08571428571428572,0.007142857142857143,0.05714285714285714
caramel,25,15,0.9827586206896551,0,0.017241379310344827,0
carousel,4,16,0.7096774193548387,0.1935483870967742,0.010752688172043012,0.08602150537634409
carousel,7,16,0.6444444444444445,0.2111111111111111,0.022222222222222223,0.12222222222222222
carousel,10,16,0.6788321167883211,0.24087591240875914,0.029197080291970802,0.051094890510948905
carousel,25,16,0.9625,0.025,0.0125,0
carrot,4,17,0.900990099009901,0.039603960396039604,0.04950495049504951,0.009900990099009901
carrot,7,17,0.9404761904761905,0,0.011904761904761904,0.047619047619047616
carrot,10,17,0.920863309352518,0.03597122302158273,0.02158273381294964,0.02158273381294964
carrot,25,17,1,0,0,0
cassette,4,18,0.40384615384615385,0.17307692307692307,0.10576923076923077,0.3173076923076923
cassette,7,18,0.5769230769230769,0.07692307692307693,0.02564102564102564,0.32051282051282054
cassette,10,18,0.7310924369747899,0.025210084033613446,0.01680672268907563,0.226890756302521
cassette,25,18,0.9864864864864865,0.013513513513513514,0,0
cheese,4,19,0.40594059405940597,0.5445544554455446,0.039603960396039604,0.009900990099009901
cheese,7,19,0.44594594594594594,0.527027027027027,0.013513513513513514,0.013513513513513514
cheese,10,19,0.4393939393939394,0.5075757575757576,0.015151515151515152,0.03787878787878788
cheese,25,19,0.8732394366197183,0.11267605633802817,0.014084507042253521,0
cloak,4,20,0.30303030303030304,0.23232323232323232,0.31313131313131315,0.15151515151515152
cloak,7,20,0.3855421686746988,0.3253012048192771,0.2289156626506024,0.060240963855421686
cloak,10,20,0.5906040268456376,0.18791946308724833,0.20134228187919462,0.020134228187919462
cloak,25,20,0.8939393939393939,0.09090909090909091,0.015151515151515152,0
clothespin,4,21,0.543859649122807,0.2631578947368421,0.09649122807017543,0.09649122807017543
clothespin,7,21,0.7654320987654321,0.1728395061728395,0,0.06172839506172839
clothespin,10,21,0.7132352941176471,0.13970588235294118,0.058823529411764705,0.08823529411764706
clothespin,25,21,0.9487179487179487,0.02564102564102564,0.01282051282051282,0.01282051282051282
coaster,4,22,0.3106796116504854,0.21359223300970873,0.30097087378640774,0.17475728155339806
coaster,7,22,0.47619047619047616,0.07142857142857142,0.35714285714285715,0.09523809523809523
coaster,10,22,0.5419847328244275,0.03816793893129771,0.3053435114503817,0.11450381679389313
coaster,25,22,0.9215686274509803,0,0.0784313725490196,0
cork,4,23,0.4423076923076923,0.17307692307692307,0.11538461538461539,0.2692307692307692
cork,7,23,0.7285714285714285,0.04285714285714286,0.07142857142857142,0.15714285714285714
cork,10,23,0.7985611510791367,0.05755395683453238,0.07194244604316546,0.07194244604316546
cork,25,23,0.9852941176470589,0,0,0.014705882352941176
cornbread,4,24,0.7578947368421053,0.21052631578947367,0,0.031578947368421054
cornbread,7,24,0.8602150537634409,0.10752688172043011,0.021505376344086023,0.010752688172043012
cornbread,10,24,0.7950819672131147,0.14754098360655737,0.02459016393442623,0.03278688524590164
cornbread,25,24,0.9594594594594594,0.013513513513513514,0.02702702702702703,0
corset,4,25,0.2079207920792079,0.5544554455445545,0.06930693069306931,0.16831683168316833
corset,7,25,0.4146341463414634,0.4024390243902439,0.0975609756097561,0.08536585365853659
corset,10,25,0.512987012987013,0.37662337662337664,0.05194805194805195,0.05844155844155844
corset,25,25,0.9285714285714286,0.05714285714285714,0.014285714285714285,0
cymbal,4,26,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.17647058823529413
cymbal,7,26,0.6229508196721312,0.04918032786885246,0.2459016393442623,0.08196721311475409
cymbal,10,26,0.5158730158730159,0.10317460317460317,0.3492063492063492,0.031746031746031744
cymbal,25,26,0.9027777777777778,0.041666666666666664,0.05555555555555555,0
dumpling,4,27,0.5841584158415841,0.10891089108910891,0.1782178217821782,0.12871287128712872
dumpling,7,27,0.7125,0.1375,0.0375,0.1125
dumpling,10,27,0.816793893129771,0.11450381679389313,0.030534351145038167,0.03816793893129771
dumpling,25,27,0.92,0.06666666666666667,0,0.013333333333333334
elbow,4,28,0.6804123711340206,0.20618556701030927,0.020618556701030927,0.09278350515463918
elbow,7,28,0.9166666666666666,0.05555555555555555,0.013888888888888888,0.013888888888888888
elbow,10,28,0.7927927927927928,0.13513513513513514,0.018018018018018018,0.05405405405405406
elbow,25,28,0.972972972972973,0.02702702702702703,0,0
fan,4,29,0.8942307692307693,0.019230769230769232,0.028846153846153848,0.057692307692307696
fan,7,29,0.8875,0.0375,0.0375,0.0375
fan,10,29,0.9117647058823529,0.029411764705882353,0.007352941176470588,0.051470588235294115
fan,25,29,0.984375,0.015625,0,0
flan,4,30,0.5,0.16666666666666666,0,0.3333333333333333
flan,7,30,0.32786885245901637,0.18032786885245902,0.14754098360655737,0.3442622950819672
flan,10,30,0.5114503816793893,0.17557251908396945,0.10687022900763359,0.20610687022900764
flan,25,30,0.9142857142857143,0.02857142857142857,0,0.05714285714285714
foam,4,31,0.5684210526315789,0.22105263157894736,0.11578947368421053,0.09473684210526316
foam,7,31,0.7411764705882353,0.07058823529411765,0.10588235294117647,0.08235294117647059
foam,10,31,0.8016528925619835,0.10743801652892562,0.049586776859504134,0.04132231404958678
foam,25,31,0.8666666666666667,0.05,0.05,0.03333333333333333
footbath,4,32,0.9108910891089109,0.04950495049504951,0.009900990099009901,0.0297029702970297
footbath,7,32,0.9857142857142858,0.014285714285714285,0,0
footbath,10,32,0.9212598425196851,0.031496062992125984,0.015748031496062992,0.031496062992125984
footbath,25,32,1,0,0,0
fox,4,33,0.5833333333333334,0.3333333333333333,0.08333333333333333,0
fox,7,33,0.9516129032258065,0.016129032258064516,0,0.03225806451612903
fox,10,33,0.9064748201438849,0.05755395683453238,0.007194244604316547,0.02877697841726619
fox,25,33,0.9459459459459459,0.04054054054054054,0.013513513513513514,0
freezer,4,34,0.3333333333333333,0.5555555555555556,0,0.1111111111111111
freezer,7,34,0.5,0.44642857142857145,0.05357142857142857,0
freezer,10,34,0.5769230769230769,0.3769230769230769,0.03076923076923077,0.015384615384615385
freezer,25,34,0.9154929577464789,0.08450704225352113,0,0
fruitcake,4,35,0.7692307692307693,0.16346153846153846,0.0673076923076923,0
fruitcake,7,35,0.875,0.0625,0.0375,0.025
fruitcake,10,35,0.8455882352941176,0.09558823529411764,0.04411764705882353,0.014705882352941176
fruitcake,25,35,0.9871794871794872,0.01282051282051282,0,0
gondola,4,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
gondola,7,36,0.5774647887323944,0.29577464788732394,0.08450704225352113,0.04225352112676056
gondola,10,36,0.6111111111111112,0.2708333333333333,0.0625,0.05555555555555555
gondola,25,36,0.9130434782608695,0.07246376811594203,0,0.014492753623188406
grate,4,37,0.5,0,0.4,0.1
grate,7,37,0.37037037037037035,0.3148148148148148,0.2037037037037037,0.1111111111111111
grate,10,37,0.42424242424242425,0.3787878787878788,0.12878787878787878,0.06818181818181818
grate,25,37,0.7166666666666667,0.25,0.016666666666666666,0.016666666666666666
gutter,4,38,0.4444444444444444,0.25252525252525254,0.15151515151515152,0.15151515151515152
gutter,7,38,0.4942528735632184,0.28735632183908044,0.04597701149425287,0.1724137931034483
gutter,10,38,0.6046511627906976,0.27906976744186046,0.046511627906976744,0.06976744186046512
gutter,25,38,0.9814814814814815,0.018518518518518517,0,0
hamster,4,39,0.8181818181818182,0.050505050505050504,0.10101010101010101,0.030303030303030304
hamster,7,39,0.946236559139785,0.043010752688172046,0.010752688172043012,0
hamster,10,39,0.9193548387096774,0.03225806451612903,0.03225806451612903,0.016129032258064516
hamster,25,39,0.9875,0.0125,0,0
headdress,4,40,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857
headdress,7,40,0.6521739130434783,0.21739130434782608,0.08695652173913043,0.043478260869565216
headdress,10,40,0.7536231884057971,0.13043478260869565,0.07246376811594203,0.043478260869565216
headdress,25,40,0.9324324324324325,0.04054054054054054,0.02702702702702703,0
hedgehog,4,41,0.8173076923076923,0.057692307692307696,0.057692307692307696,0.0673076923076923
hedgehog,7,41,0.9534883720930233,0.046511627906976744,0,0
hedgehog,10,41,0.8914728682170543,0.015503875968992248,0.05426356589147287,0.03875968992248062
hedgehog,25,41,1,0,0,0
hoe,4,42,0.45098039215686275,0.2549019607843137,0.08823529411764706,0.20588235294117646
hoe,7,42,0.7528089887640449,0.16853932584269662,0.033707865168539325,0.0449438202247191
hoe,10,42,0.808,0.088,0.072,0.032
hoe,25,42,0.9827586206896551,0.017241379310344827,0,0
hopscotch,4,43,0.75,0.18518518518518517,0.018518518518518517,0.046296296296296294
hopscotch,7,43,0.8902439024390244,0.04878048780487805,0.036585365853658534,0.024390243902439025
hopscotch,10,43,0.917910447761194,0.06716417910447761,0.007462686567164179,0.007462686567164179
hopscotch,25,43,0.9538461538461539,0.015384615384615385,0,0.03076923076923077
horn,4,44,0.75,0.08333333333333333,0.08333333333333333,0.08333333333333333
horn,7,44,0.6326530612244898,0.24489795918367346,0.061224489795918366,0.061224489795918366
horn,10,44,0.7045454545454546,0.2196969696969697,0.03787878787878788,0.03787878787878788
horn,25,44,0.9354838709677419,0.03225806451612903,0.016129032258064516,0.016129032258064516
kimono,4,45,0.27358490566037735,0.08490566037735849,0.42452830188679247,0.2169811320754717
kimono,7,45,0.4533333333333333,0.2,0.18666666666666668,0.16
kimono,10,45,0.5923076923076923,0.13846153846153847,0.15384615384615385,0.11538461538461539
kimono,25,45,1,0,0,0
koala,4,46,0.7,0.15,0.1,0.05
koala,7,46,0.8524590163934426,0.13114754098360656,0,0.01639344262295082
koala,10,46,0.9,0.038461538461538464,0.03076923076923077,0.03076923076923077
koala,25,46,0.9545454545454546,0.030303030303030304,0,0.015151515151515152
latch,4,47,0.4489795918367347,0.32653061224489793,0.08163265306122448,0.14285714285714285
latch,7,47,0.7402597402597403,0.15584415584415584,0.06493506493506493,0.03896103896103896
latch,10,47,0.7569444444444444,0.13194444444444445,0.06944444444444445,0.041666666666666664
latch,25,47,1,0,0,0
locker,4,48,0.7204301075268817,0.10752688172043011,0.043010752688172046,0.12903225806451613
locker,7,48,0.8586956521739131,0.043478260869565216,0.05434782608695652,0.043478260869565216
locker,10,48,0.8551724137931035,0.04827586206896552,0.04827586206896552,0.04827586206896552
locker,25,48,1,0,0,0
lollipop,4,49,0.94,0.05,0,0.01
lollipop,7,49,0.94,0.03,0.01,0.02
lollipop,10,49,0.95,0.025,0.016666666666666666,0.008333333333333333
lollipop,25,49,0.9848484848484849,0,0,0.015151515151515152
mandolin,4,50,0.6153846153846154,0.3076923076923077,0,0.07692307692307693
mandolin,7,50,0.5098039215686274,0.1568627450980392,0.09803921568627451,0.23529411764705882
mandolin,10,50,0.6083333333333333,0.2,0.058333333333333334,0.13333333333333333
mandolin,25,50,0.9538461538461539,0.015384615384615385,0,0.03076923076923077
map,4,51,0.8,0.13333333333333333,0.022222222222222223,0.044444444444444446
map,7,51,0.963855421686747,0.012048192771084338,0,0.024096385542168676
map,10,51,0.889763779527559,0.015748031496062992,0.07874015748031496,0.015748031496062992
map,25,51,1,0,0,0
marshmallow,4,52,0.9263157894736842,0.06315789473684211,0.010526315789473684,0
marshmallow,7,52,0.9078947368421053,0.05263157894736842,0.039473684210526314,0
marshmallow,10,52,0.8931297709923665,0.04580152671755725,0.030534351145038167,0.030534351145038167
marshmallow,25,52,0.9846153846153847,0.015384615384615385,0,0
mulch,4,53,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
mulch,7,53,0.18032786885245902,0.4262295081967213,0.26229508196721313,0.13114754098360656
mulch,10,53,0.29770992366412213,0.42748091603053434,0.16793893129770993,0.10687022900763359
mulch,25,53,0.8,0.2,0,0
net,4,54,0.7676767676767676,0.09090909090909091,0.06060606060606061,0.08080808080808081
net,7,54,0.9397590361445783,0.012048192771084338,0.024096385542168676,0.024096385542168676
net,10,54,0.9084507042253521,0.028169014084507043,0.02112676056338028,0.04225352112676056
net,25,54,0.9827586206896551,0.017241379310344827,0,0
oatmeal,4,55,0.4,0.5,0.1,0
oatmeal,7,55,0.7777777777777778,0.1388888888888889,0.013888888888888888,0.06944444444444445
oatmeal,10,55,0.8050847457627118,0.11864406779661017,0.059322033898305086,0.01694915254237288
oatmeal,25,55,0.8688524590163934,0.11475409836065574,0.01639344262295082,0
oil,4,56,0.6330275229357798,0.27522935779816515,0.03669724770642202,0.05504587155963303
oil,7,56,0.8214285714285714,0.10714285714285714,0.023809523809523808,0.047619047619047616
oil,10,56,0.8740740740740741,0.1037037037037037,0.007407407407407408,0.014814814814814815
oil,25,56,0.9733333333333334,0.013333333333333334,0.013333333333333334,0
omelet,4,57,0.5050505050505051,0.15151515151515152,0.15151515151515152,0.1919191919191919
omelet,7,57,0.7368421052631579,0.031578947368421054,0.12631578947368421,0.10526315789473684
omelet,10,57,0.688,0.056,0.16,0.096
omelet,25,57,0.987012987012987,0.012987012987012988,0,0
otter,4,58,0.375,0.375,0.25,0
otter,7,58,0.7230769230769231,0.27692307692307694,0,0
otter,10,58,0.7698412698412699,0.15079365079365079,0.03968253968253968,0.03968253968253968
otter,25,58,0.7936507936507936,0.1746031746031746,0.015873015873015872,0.015873015873015872
pajamas,4,59,0.5,0.5,0,0
pajamas,7,59,0.6296296296296297,0.2777777777777778,0.037037037037037035,0.05555555555555555
pajamas,10,59,0.7285714285714285,0.21428571428571427,0.014285714285714285,0.04285714285714286
pajamas,25,59,0.9047619047619048,0.09523809523809523,0,0
parsley,4,60,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091
parsley,7,60,0.3684210526315789,0.17543859649122806,0.2807017543859649,0.17543859649122806
parsley,10,60,0.5306122448979592,0.2108843537414966,0.1360544217687075,0.12244897959183673
parsley,25,60,0.8666666666666667,0.11666666666666667,0.016666666666666666,0
pie,4,61,0.7553191489361702,0.22340425531914893,0.02127659574468085,0
pie,7,61,0.8309859154929577,0.11267605633802817,0.014084507042253521,0.04225352112676056
pie,10,61,0.9338235294117647,0.03676470588235294,0.022058823529411766,0.007352941176470588
pie,25,61,0.9104477611940298,0.08955223880597014,0,0
pistachio,4,62,0.6078431372549019,0.08823529411764706,0.09803921568627451,0.20588235294117646
pistachio,7,62,0.704225352112676,0.07042253521126761,0.056338028169014086,0.16901408450704225
pistachio,10,62,0.68,0.048,0.112,0.16
pistachio,25,62,0.9692307692307692,0.015384615384615385,0.015384615384615385,0
pitcher,4,63,0.3,0.17,0.18,0.35
pitcher,7,63,0.34146341463414637,0.17073170731707318,0.08536585365853659,0.4024390243902439
pitcher,10,63,0.46511627906976744,0.10852713178294573,0.13178294573643412,0.29457364341085274
pitcher,25,63,0.9545454545454546,0.030303030303030304,0,0.015151515151515152
potato,4,64,0.9245283018867925,0.03773584905660377,0.009433962264150943,0.02830188679245283
potato,7,64,0.8780487804878049,0.06097560975609756,0.036585365853658534,0.024390243902439025
potato,10,64,0.9078014184397163,0.03546099290780142,0.02127659574468085,0.03546099290780142
potato,25,64,1,0,0,0
prism,4,65,0.27,0.35,0.21,0.17
prism,7,65,0.6,0.2235294117647059,0.09411764705882353,0.08235294117647059
prism,10,65,0.5801526717557252,0.21374045801526717,0.07633587786259542,0.1297709923664122
prism,25,65,0.9743589743589743,0.01282051282051282,0.01282051282051282,0
prune,4,66,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333
prune,7,66,0.5333333333333333,0.21666666666666667,0.08333333333333333,0.16666666666666666
prune,10,66,0.5172413793103449,0.20689655172413793,0.06206896551724138,0.21379310344827587
prune,25,66,0.7887323943661971,0.15492957746478872,0.014084507042253521,0.04225352112676056
puddle,4,67,0.696078431372549,0.18627450980392157,0.058823529411764705,0.058823529411764705
puddle,7,67,0.8735632183908046,0.011494252873563218,0.06896551724137931,0.04597701149425287
puddle,10,67,0.9024390243902439,0.04878048780487805,0.032520325203252036,0.016260162601626018
puddle,25,67,0.9545454545454546,0,0.030303030303030304,0.015151515151515152
pump,4,68,0.8627450980392157,0.0784313725490196,0.0196078431372549,0.0392156862745098
pump,7,68,0.8255813953488372,0.13953488372093023,0.023255813953488372,0.011627906976744186
pump,10,68,0.781021897810219,0.072992700729927,0.08759124087591241,0.058394160583941604
pump,25,68,0.958904109589041,0.0273972602739726,0.0136986301369863,0
rice,4,69,0.8854166666666666,0.052083333333333336,0.010416666666666666,0.052083333333333336
rice,7,69,0.9418604651162791,0.046511627906976744,0.011627906976744186,0
rice,10,69,0.9603174603174603,0,0,0.03968253968253968
rice,25,69,1,0,0,0
saddle,4,70,0.55,0.22,0.2,0.03
saddle,7,70,0.7209302325581395,0.06976744186046512,0.1744186046511628,0.03488372093023256
saddle,10,70,0.813953488372093,0.031007751937984496,0.09302325581395349,0.06201550387596899
saddle,25,70,1,0,0,0
sandbag,4,71,0.5922330097087378,0.1553398058252427,0.07766990291262135,0.17475728155339806
sandbag,7,71,0.7333333333333333,0.08,0.09333333333333334,0.09333333333333334
sandbag,10,71,0.7605633802816901,0.13380281690140844,0.056338028169014086,0.04929577464788732
sandbag,25,71,0.9863013698630136,0.0136986301369863,0,0
sauerkraut,4,72,0.2,0.1,0.1,0.6
sauerkraut,7,72,0.45714285714285713,0.22857142857142856,0.05714285714285714,0.2571428571428571
sauerkraut,10,72,0.3712121212121212,0.22727272727272727,0.06060606060606061,0.3409090909090909
sauerkraut,25,72,0.96875,0.015625,0,0.015625
scaffolding,4,73,0.25773195876288657,0.36082474226804123,0.13402061855670103,0.24742268041237114
scaffolding,7,73,0.3707865168539326,0.39325842696629215,0.0898876404494382,0.14606741573033707
scaffolding,10,73,0.42424242424242425,0.2803030303030303,0.16666666666666666,0.12878787878787878
scaffolding,25,73,0.9436619718309859,0.028169014084507043,0.014084507042253521,0.014084507042253521
scoop,4,74,0.7040816326530612,0.1836734693877551,0.04081632653061224,0.07142857142857142
scoop,7,74,0.8292682926829268,0.14634146341463414,0.012195121951219513,0.012195121951219513
scoop,10,74,0.8429752066115702,0.08264462809917356,0.049586776859504134,0.024793388429752067
scoop,25,74,0.9753086419753086,0.024691358024691357,0,0
seagull,4,75,0.7731958762886598,0.12371134020618557,0.030927835051546393,0.07216494845360824
seagull,7,75,0.8604651162790697,0.09302325581395349,0.03488372093023256,0.011627906976744186
seagull,10,75,0.875968992248062,0.07751937984496124,0.031007751937984496,0.015503875968992248
seagull,25,75,0.9692307692307692,0.015384615384615385,0.015384615384615385,0
ship,4,76,0.7,0.2,0.07,0.03
ship,7,76,0.8028169014084507,0.1267605633802817,0.028169014084507043,0.04225352112676056
ship,10,76,0.816,0.12,0.048,0.016
ship,25,76,0.9375,0.0625,0,0
shower,4,77,0.8421052631578947,0.10526315789473684,0.031578947368421054,0.021052631578947368
shower,7,77,0.9876543209876543,0.012345679012345678,0,0
shower,10,77,0.8905109489051095,0.021897810218978103,0.051094890510948905,0.0364963503649635
shower,25,77,0.9868421052631579,0.013157894736842105,0,0
silverware,4,78,0.5242718446601942,0.2524271844660194,0.0970873786407767,0.1262135922330097
silverware,7,78,0.75,0.1956521739130435,0.021739130434782608,0.03260869565217391
silverware,10,78,0.8027210884353742,0.12244897959183673,0.027210884353741496,0.047619047619047616
silverware,25,78,1,0,0,0
sink,4,79,0.9381443298969072,0.061855670103092786,0,0
sink,7,79,0.9024390243902439,0.04878048780487805,0.012195121951219513,0.036585365853658534
sink,10,79,0.88,0.056,0.032,0.032
sink,25,79,0.9761904761904762,0.023809523809523808,0,0
ski,4,80,0.7184466019417476,0.1650485436893204,0.04854368932038835,0.06796116504854369
ski,7,80,0.8518518518518519,0.07407407407407407,0.037037037037037035,0.037037037037037035
ski,10,80,0.9153846153846154,0.05384615384615385,0.015384615384615385,0.015384615384615385
ski,25,80,0.9850746268656716,0.014925373134328358,0,0
sloth,4,81,0.7474747474747475,0.08080808080808081,0.10101010101010101,0.0707070707070707
sloth,7,81,0.8472222222222222,0.06944444444444445,0.05555555555555555,0.027777777777777776
sloth,10,81,0.8223684210526315,0.039473684210526314,0.05263157894736842,0.08552631578947369
sloth,25,81,0.9154929577464789,0,0.04225352112676056,0.04225352112676056
snail,4,82,0.7684210526315789,0.1368421052631579,0.07368421052631578,0.021052631578947368
snail,7,82,0.9333333333333333,0.04,0.02666666666666667,0
snail,10,82,0.8880597014925373,0.07462686567164178,0.022388059701492536,0.014925373134328358
snail,25,82,0.96875,0.015625,0.015625,0
sorbet,4,83,0.32,0.24,0.29,0.15
sorbet,7,83,0.4868421052631579,0.17105263157894737,0.23684210526315788,0.10526315789473684
sorbet,10,83,0.5808823529411765,0.1323529411764706,0.19117647058823528,0.09558823529411764
sorbet,25,83,0.96,0.013333333333333334,0.02666666666666667,0
spatula,4,84,0.58,0.2,0.14,0.08
spatula,7,84,0.6447368421052632,0.25,0.02631578947368421,0.07894736842105263
spatula,10,84,0.746031746031746,0.1984126984126984,0.023809523809523808,0.031746031746031744
spatula,25,84,0.9428571428571428,0.05714285714285714,0,0
sprinkler,4,85,0.75,0.21875,0.020833333333333332,0.010416666666666666
sprinkler,7,85,0.7906976744186046,0.13953488372093023,0.03488372093023256,0.03488372093023256
sprinkler,10,85,0.8449612403100775,0.12403100775193798,0.015503875968992248,0.015503875968992248
sprinkler,25,85,0.961038961038961,0.025974025974025976,0.012987012987012988,0
squash,4,86,0.8387096774193549,0.0967741935483871,0.021505376344086023,0.043010752688172046
squash,7,86,0.8823529411764706,0.03529411764705882,0.011764705882352941,0.07058823529411765
squash,10,86,0.8518518518518519,0.08148148148148149,0.022222222222222223,0.044444444444444446
squash,25,86,0.8714285714285714,0.11428571428571428,0,0.014285714285714285
squirrel,4,87,0.8613861386138614,0.0594059405940594,0.04950495049504951,0.0297029702970297
squirrel,7,87,0.8961038961038961,0.03896103896103896,0.012987012987012988,0.05194805194805195
squirrel,10,87,0.9090909090909091,0.06363636363636363,0.02727272727272727,0
squirrel,25,87,1,0,0,0
stew,4,88,0.4368932038834951,0.36893203883495146,0.14563106796116504,0.04854368932038835
stew,7,88,0.5679012345679012,0.38271604938271603,0.037037037037037035,0.012345679012345678
stew,10,88,0.5702479338842975,0.33884297520661155,0.049586776859504134,0.04132231404958678
stew,25,88,0.9,0.05,0.05,0
stretcher,4,89,0.5555555555555556,0.25252525252525254,0.12121212121212122,0.0707070707070707
stretcher,7,89,0.7922077922077922,0.12987012987012986,0.06493506493506493,0.012987012987012988
stretcher,10,89,0.8285714285714286,0.06428571428571428,0.06428571428571428,0.04285714285714286
stretcher,25,89,0.9852941176470589,0,0,0.014705882352941176
stump,4,90,0.6509433962264151,0.16037735849056603,0.07547169811320754,0.11320754716981132
stump,7,90,0.7428571428571429,0.15714285714285714,0.05714285714285714,0.04285714285714286
stump,10,90,0.6666666666666666,0.21212121212121213,0.06818181818181818,0.05303030303030303
stump,25,90,0.9571428571428572,0.02857142857142857,0.014285714285714285,0
sunflower,4,91,0.94,0.03,0.01,0.02
sunflower,7,91,0.9864864864864865,0.013513513513513514,0,0
sunflower,10,91,0.9420289855072463,0.007246376811594203,0.028985507246376812,0.021739130434782608
sunflower,25,91,1,0,0,0
swordfish,4,92,0.15306122448979592,0.8061224489795918,0.030612244897959183,0.01020408163265306
swordfish,7,92,0.40476190476190477,0.5714285714285714,0.011904761904761904,0.011904761904761904
swordfish,10,92,0.556390977443609,0.44360902255639095,0,0
